USDOT,MC_docket#,entity_type,operating_status,out_of_service,legal_name,dba_name,contact_name,physical_address,business_phone,mobile_number,email_address,mailnig_address,power units,drivers,mcs 150,Mileage (Year),operation_classification,carrier_operation,cargo_carried
3345497,,CARRIER,ACTIVE,None,CUEVAS TRUCKING LLC,,CUEVAS TRUCKING LLC,"6216 MADAN ST
BAKERSFIELD, CA   93307-7009",(661) 654-1318,(661) 654-1318,CRISCVS/@YAHOO.COM,"6216 MADAN ST
BAKERSFIELD, CA   93307-7009",1,1,11/22/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3345521,,CARRIER,ACTIVE,None,ALL SERVICE MOVING LLC,,ALL SERVICE MOVING LLC,"11756 ELDRIDGE AVE
SYLMAR, CA   91342-6110",(747) 265-9117,(747) 265-9117,CLIFFCASTRO15@GMAIL.COM,"11756 ELDRIDGE AVE
SYLMAR, CA   91342-6110",1,2,10/11/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Household Goods, "
3345522,,CARRIER,NOT AUTHORIZED,None,GURMAIL SINGH CHAHAL,CHAHAL TRUCKING,GURMAIL SINGH CHAHAL,"10703 STEPHANIE DR
LIVE OAK, CA   95953",(530) 682-7879,(530) 682-7879,GURMAILCHAHAL58@GMAIL.COM,"10703 STEPHANIE DR
LIVE OAK, CA   95953-2148",1,1,10/11/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3345541,,CARRIER,ACTIVE,None,DESTRA TRANS LLC,,DESTRA TRANS LLC,"2706 VAN BUREN PL
LOS ANGELES, CA   90007-2130",(323) 710-6528,(323) 710-6528,JOSECHAVARRIAF48@GMAIL.COM,"2706 VAN BUREN PL
LOS ANGELES, CA   90007-2130",1,1,10/11/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Metal: sheets, coils, rolls, Building Materials, Construction, "
3345602,,CARRIER,NOT AUTHORIZED,None,BRAZILE TRANSPORT LLC,,BRAZILE TRANSPORT LLC,"3953 COLDSTREAM TER
TARZANA, CA   91356",(817) 258-5044,(817) 258-5044,KBRAZILE2000@MSN.COM,"3953 COLDSTREAM TER
TARZANA, CA   91356-5407",1,1,10/11/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3345614,,CARRIER,ACTIVE,None,ELITE MOVING & TRANSPORTATION INC,,ELITE MOVING & TRANSPORTATION INC,"19400 STILLMORE ST APT 170
CANYON CNTRY, CA   91351-2747",(909) 642-3255,(909) 642-3255,CHAMIS0207@GMAIL.COM,"8962 SUMMERWOOD WAY
FONTANA, CA   92335-4581",1,1,10/11/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3345615,,CARRIER,NOT AUTHORIZED,None,IQBAL SINGH,FIVE K TRUCKING,IQBAL SINGH,"4425 MIST TRAIL DR
STOCKTON, CA   95206",(209) 242-4428,(209) 242-4428,KAUR.SURINDER32@YAHOO.COM,"4425 MIST TRAIL DR
STOCKTON, CA   95206-6094",1,1,10/11/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3345644,,CARRIER,NOT AUTHORIZED,None,24 HOUR MOVING INC,,24 HOUR MOVING INC,"8812 SKYLES CT
SACRAMENTO, CA   95828",(916) 668-4647,(916) 668-4647,KENNY.PHAN@THUNDERFIBER.COM,"8812 SKYLES CT
SACRAMENTO, CA   95828-6442",1,2,10/11/2019,1 (2018),"Auth. For Hire, ","Interstate, ","Household Goods, "
3345646,,CARRIER,ACTIVE,None,ALLIS VERONICA GONZALEZ,MILIS TRANSPORT,ALLIS VERONICA GONZALEZ,"3216 W 110TH ST
INGLEWOOD, CA   90303-2310",(323) 302-3302,(323) 302-3302,MILISTRANSPORT17@GMAIL.COM,"3216 W 110TH ST
INGLEWOOD, CA   90303-2310",1,1,10/11/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3345650,,CARRIER,ACTIVE,None,ARG ENTERPRISES,FREDERICK BALDIVAS TIZON JR,ARG ENTERPRISES,"2134 MARKET ST
CONCORD, CA   94520",(925) 726-8388,(925) 726-8388,ARGENTERPRISES1@YAHOO.COM,"2134 MARKET ST
CONCORD, CA   94520",1,2,10/23/2019,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","Motor Vehicles, Drive/Tow away, "
3345658,,CARRIER,ACTIVE,None,MAN LOGISTICS CO,,MAN LOGISTICS CO,"1681 FINECROFT DR
CLAREMONT, CA   91711-3220",(626) 392-7803,(626) 392-7803,NDELBERT42@YAHOO.COM,"1681 FINECROFT DR
CLAREMONT, CA   91711-3220",1,1,10/11/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3345660,,CARRIER,NOT AUTHORIZED,None,JATT AIRWAYS INC,,JATT AIRWAYS INC,"4054 N CRYSTAL AVE
FRESNO, CA   93705-1843",(559) 981-6837,(559) 981-6837,JATTAIRWAYSINC@GMAIL.COM,"4054 N CRYSTAL AVE
FRESNO, CA   93705-1843",1,1,10/11/2019,1 (2018),"Auth. For Hire, ","Interstate, ","General Freight, Fresh Produce, Meat, Refrigerated Food, Beverages, Paper Products, "
3345663,,CARRIER,ACTIVE,None,JOSE JONATHAN AYON BAEZ,,JOSE JONATHAN AYON BAEZ,"6770 CITRUS AVE
FONTANA, CA   92336-1403",(909) 491-5378,(909) 491-5378,JOSEJAYON@GMAIL.COM,"6770 CITRUS AVE
FONTANA, CA   92336-1403",1,0,10/11/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3345681,,CARRIER,ACTIVE,None,HECTOR SAMUEL SANDOVAL,,HECTOR SAMUEL SANDOVAL,"10520 KAUFFMAN AVE
SOUTH GATE, CA   90280-6830",(760) 984-6405,(760) 984-6405,EGONZALEZ@ACWGROUP.COM,"10520 KAUFFMAN AVE
SOUTH GATE, CA   90280-6830",1,1,10/11/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3345688,,CARRIER,ACTIVE,None,ROBERTO AVALOS,,ROBERTO AVALOS,"16395 MEDITERRANEAN AVE
DELHI, CA   95315-9418",(209) 648-7834,(209) 648-7834,ROBALOS1972@GMAIL.COM,"16395 MEDITERRANEAN AVE
DELHI, CA   95315-9418",1,1,10/11/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3345698,,CARRIER,ACTIVE,None,TEODORO ELIGIO,,TEODORO ELIGIO,"16365 SUN SUMMIT DR
RIVERSIDE, CA   92503-0508",(909) 247-4744,(909) 247-4744,ELIGIOBALTAZAR@GMAIL.COM,"16365 SUN SUMMIT DR
RIVERSIDE, CA   92503-0508",1,2,10/11/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Building Materials, Utilities, "
3345708,,CARRIER,NOT AUTHORIZED,None,FREEDOM FREIGHTWAYS INC,,FREEDOM FREIGHTWAYS INC,"1968 S COAST HWY # 1589
LAGUNA BEACH, CA   92651",(951) 242-5309,(951) 242-5309,FREEEDOMDISPATCH@GMAIL.COM,"1968 S COAST HWY # 1589
LAGUNA BEACH, CA   92651-3681",1,2,10/12/2019,,"Auth. For Hire, ","Interstate, ","General Freight, Metal: sheets, coils, rolls, Building Materials, Fresh Produce, Meat, US Mail, Refrigerated Food, Beverages, Paper Products, "
3345738,,CARRIER,ACTIVE,None,GUARDADO LOPEZ TRUCKING LLC,,GUARDADO LOPEZ TRUCKING LLC,"10902 VICTORY BLVD APT 15
N HOLLYWOOD, CA   91606-3750",(562) 623-8865,(562) 623-8865,LGUARDADO879@GMAIL.COM,"10902 VICTORY BLVD APT 15
N HOLLYWOOD, CA   91606-3750",1,2,11/18/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3345749,,CARRIER,NOT AUTHORIZED,None,HERNANDEZ TRUCKING,,HERNANDEZ TRUCKING,"344 S 36TH ST
RICHMOND, CA   94804",(510) 395-7710,(510) 395-7710,DENISHERNANDEZ@GMAIL.COM,"344 S 36TH ST
RICHMOND, CA   94804-3230",2,4,10/12/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3345771,,CARRIER,ACTIVE,None,OSCAR PALMA,OP TRUCKING,OSCAR PALMA,"24110 WESTERN AVE UNIT A
HARBOR CITY, CA   90710-1743",(714) 719-9999,(714) 719-9999,OSCAR@USA.COM,"24110 WESTERN AVE UNIT A
HARBOR CITY, CA   90710-1743",1,1,10/12/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Metal: sheets, coils, rolls, "
3345775,,CARRIER,NOT AUTHORIZED,None,KHB TRANS INC,,KHB TRANS INC,"2311 W 10TH ST UNIT 403
LOS ANGELES, CA   90006",(213) 453-8331,(213) 453-8331,HBKIM4949@GMAIL.COM,"2311 W 10TH ST UNIT 403
LOS ANGELES, CA   90006-2179",1,1,10/12/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3345782,,CARRIER,ACTIVE,None,NA,,NA,"9731 BROCK AVE
DOWNEY, CA   90240-3222",(626) 618-4009,(626) 618-4009,MICHELACTROS2@YAHOO.COM,"9731 BROCK AVE
DOWNEY, CA   90240-3222",1,1,10/12/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Intermodal Cont., "
3345824,,CARRIER,NOT AUTHORIZED,None,KZK TRUCKING INC,,KZK TRUCKING INC,"4046 CUMBERLAND AVE APT 6
LOS ANGELES, CA   90027",(818) 535-4590,(818) 535-4590,KHACHATRYANSUEN9172@GMAIL.COM,"4046 CUMBERLAND AVE APT 6
LOS ANGELES, CA   90027-1540",1,1,10/13/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3345870,,CARRIER,ACTIVE,None,DARRYL BERNARD MITCHELL,DAM IT TRANSPORTATION,DARRYL BERNARD MITCHELL,"7413 LUCILLE AVE
BAKERSFIELD, CA   93308-2724",(661) 203-4709,(661) 203-4709,DAMIT501@GMAIL.COM,"7413 LUCILLE AVE
BAKERSFIELD, CA   93308-2724",1,2,10/13/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Metal: sheets, coils, rolls, Logs, Poles, Beams, Lumber, Building Materials, Machinery, Large Objects, Intermodal Cont., Oilfield Equipment, Grain, Feed, Hay, Paper Products, Agricultural/Farm Supplies, Construction, "
3345880,,CARRIER,ACTIVE,None,JOSE R IRAHETA,,JOSE R IRAHETA,"26200 FRAMPTON AVE SPC 92
HARBOR CITY, CA   90710-4303",(310) 505-8671,(310) 505-8671,RICARDO.DELMY@GMAIL.COM,"26200 FRAMPTON AVE SPC 92
HARBOR CITY, CA   90710-4303",1,1,10/13/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3345883,,CARRIER,NOT AUTHORIZED,None,OVERDRIVE AUTO TRANSPORT LLC,,OVERDRIVE AUTO TRANSPORT LLC,"9090 WILDFLOWER CT
RCH CUCAMONGA, CA   91701",(909) 900-3678,(909) 900-3678,FMILL49ER@GMAIL.COM,"9090 WILDFLOWER CT
RCH CUCAMONGA, CA   91701-4862",1,4,10/13/2019,,"Auth. For Hire, ","Interstate, ","Motor Vehicles, "
3345891,,CARRIER,ACTIVE,None,JRO CONSTRUCTION INC,,,"319 S BRADFIELD AVE
COMPTON, CA   90221-3441",(424) 785-8530,,,"319 S BRADFIELD AVE
COMPTON, CA   90221-3441",9,9,11/1/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Construction, "
3345894,,CARRIER,NOT AUTHORIZED,None,BRENT WORKMAN TRUCKING,WORD TRANSPORTATION,BRENT WORKMAN TRUCKING,"204 EL BOSQUECILLO
CAMARILLO, CA   93010",(208) 397-8493,(208) 397-8493,BRENTWORKMAN@GMAIL.COM,"204 EL BOSQUECILLO
CAMARILLO, CA   93010-2862",0,2,10/14/2019,,"Auth. For Hire, ","Interstate, ","General Freight, Motor Vehicles, Mobile Homes, "
3345914,,CARRIER,NOT AUTHORIZED,None,WATSON & WATSON TRANSPORT LLC,,WATSON & WATSON TRANSPORT LLC,"27943 SECO CANYON RD #578
SANTA CLARITA, CA   91350",(310) 803-7482,(310) 803-7482,WATSONANDWATSONTRANSPORT@GMAIL.COM,"27943 SECO CANYON RD #578
SANTA CLARITA, CA   91350",1,1,10/21/2019,1 (2018),"Auth. For Hire, ","Interstate, ","Motor Vehicles, "
3345936,,CARRIER,NOT AUTHORIZED,None,LAUREN TRUCKING LLC,,LAUREN TRUCKING LLC,"45765 UTICA GREEN E
SHELBY TWP, MI   48317",(586) 925-7576,(586) 925-7576,LAURENTRUCKINGLLC@YAHOO.COM,"45765 UTICA GREEN E
SHELBY TWP, MI   48317-5141",1,1,10/23/2019,1 (2018),"Auth. For Hire, ","Interstate, ","General Freight, "
3345980,,CARRIER,ACTIVE,None,FLOYD & SONZ TRANSPORTATION LLC,,,"13510 DROMORE CT
BAKERSFIELD, CA   93314",(661) 910-5187,,,"13510 DROMORE CT
BAKERSFIELD, CA   93314",1,1,10/30/2019,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, GYP/DRY POWDER/C, "
3346028,,CARRIER,NOT AUTHORIZED,None,K & T SYSTEMS LLC,,K & T SYSTEMS LLC,"602 N EUCLID AVE #16
ONTARIO, CA   91762",(909) 753-8363,(706) 508-5453,TOYA2800@GMAIL.COM,"4200 CHINO HILLS PKWY #135
CHINO HILLS, CA   91709",1,1,11/1/2019,1 (2018),"Auth. For Hire, ","Interstate, ","General Freight, Motor Vehicles, "
3346057,,CARRIER,NOT AUTHORIZED,None,DTI TRANSPORT LLC,,DTI TRANSPORT LLC,"12912 S FRAILEY AVE
COMPTON, CA   90221-1815",(323) 695-9804,(951) 934-1011,MARTINDMR480@GMAIL.COM,"12912 S FRAILEY AVE
COMPTON, CA   90221-1815",1,1,11/20/2019,100 (2019),"Auth. For Hire, ","Interstate, ","General Freight, "
3346077,,CARRIER,ACTIVE,None,JAMII10 LLC,,JAMII10 LLC,"1169 S MAIN ST # 153
MANTECA, CA   95337-5747",(209) 303-9971,(209) 303-9971,JAMII10@GMAIL.COM,"1169 S MAIN ST # 153
MANTECA, CA   95337-5747",1,1,10/14/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3346105,,CARRIER,NOT AUTHORIZED,None,RUSSELL WINN,LOCKEFORD MATERIALS,RUSSELL WINN,"14711 E JUNIPER AVE
LOCKEFORD, CA   95237",(209) 727-5580,(209) 727-5580,ELLIEWINN38@GMAIL.COM,"14711 E JUNIPER AVE
LOCKEFORD, CA   95237-9698",2,2,10/14/2019,,"Auth. For Hire, ","Interstate, ","General Freight, OTHER, "
3346179,,CARRIER,NOT AUTHORIZED,None,THIND BROS INC,,THIND BROS INC,"2996 HOLLY DR APT D
TRACY, CA   95376",(209) 637-0142,(209) 637-0142,THIND.BROTHERS93@GMAIL.COM,"2996 HOLLY DR APT D
TRACY, CA   95376-1975",1,1,10/14/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3346180,,CARRIER,NOT AUTHORIZED,None,F F C TRANSPORT CORP,,F F C TRANSPORT CORP,"14149 WOODLAND DR
FONTANA, CA   92337",(626) 643-1847,(626) 643-1847,FELIPECAMPOS@YAHOO.COM,"14149 WOODLAND DR
FONTANA, CA   92337-0131",1,1,10/14/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3346186,,CARRIER,ACTIVE,None,TICAS & SONS TRANSPORTATION INC,,TICAS & SONS TRANSPORTATION INC,"34641 SWAN VALLEY CT
MURRIETA, CA   92563-3395",(951) 893-8782,(951) 893-8782,MAURICIOTICAS21@GMAIL.COM,"34641 SWAN VALLEY CT
MURRIETA, CA   92563-3395",1,1,10/18/2019,1 (2019),"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3346194,,CARRIER,ACTIVE,None,TRIP FRAC TRANSPORT LLC,,TRIP FRAC TRANSPORT LLC,"518 FM 359 RD S
BROOKSHIRE, TX   77423",(281) 245-9273,(281) 245-9273,TRIPFRACTRANSPORT@GMAIL.COM,"15555 MAIN ST STE D4
HESPERIA, CA   92345-3423",4,16,10/14/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Construction, "
3346210,,CARRIER,NOT AUTHORIZED,None,ALWAYS LOADED TRANSPORT LLC,,ALWAYS LOADED TRANSPORT LLC,"549 BRISENBOURG WAY
ANTELOPE, CA   95843",(916) 910-5839,(916) 910-5839,JOHNROGERS138@GMAIL.COM,"549 BRISENBOURG WAY
ANTELOPE, CA   95843",1,1,10/24/2019,1 (2018),"Auth. For Hire, ","Interstate, ","General Freight, "
3346218,,CARRIER,ACTIVE,None,BIOSCAPES INC,,BIOSCAPES INC,"5532 ABINGTON DR
NEWARK, CA   94560-1302",(408) 410-4502,(408) 410-4502,BERENICE.GONZALEZ88@YAHOO.COM,"5532 ABINGTON DR
NEWARK, CA   94560-1302",1,1,10/15/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Logs, Poles, Beams, Lumber, OTHER, "
3346226,,CARRIER,NOT AUTHORIZED,None,PEREIRA BROS LLC,,PEREIRA BROS LLC,"2745 CABRILLO AVE
TORRANCE, CA   90501",(310) 291-1054,(310) 291-1054,ADVANCEDIFTA@MAIL.COM,"1700 SANTA FE AVE STE 206
LONG BEACH, CA   90813-1201",1,1,10/15/2019,,"Auth. For Hire, ","Interstate, ","Intermodal Cont., "
3346230,,CARRIER,NOT AUTHORIZED,None,BELL ESMERALDA TRUCKING INC,,BELL ESMERALDA TRUCKING INC,"4907 BELL AVE
BELL GARDENS, CA   90201",(323) 479-3621,(323) 479-3621,ADVANCEDIFTA@GMAIL.COM,"1700 SANTA FE AVE STE 206
LONG BEACH, CA   90813-1201",1,1,10/15/2019,,"Auth. For Hire, ","Interstate, ","Intermodal Cont., "
3346239,,CARRIER,ACTIVE,None,PRIMETIME PROSPECTS,,PRIMETIME PROSPECTS,"2003 PLACE REBECCA LN UNIT E2
HOUSTON, TX   77090-8508",(832) 290-9331,(832) 290-9331,PRIMETIMEPROSPECTS23@GMAIL.COM,"2003 PLACE REBECCA LN UNIT E2
HOUSTON, TX   77090-8508",1,1,10/15/2019,1 (2019),"Auth. For Hire, ","Interstate, ","General Freight, "
3346261,,CARRIER,ACTIVE,None,JAVIER INIGUEZ,PREFERRED FREIGHT LOGISTICS,JAVIER INIGUEZ,"14702 MADRIS AVE
NORWALK, CA   90650-6055",(562) 449-9132,(562) 449-9132,IZECKTHE1ST@GMAIL.COM,"14702 MADRIS AVE
NORWALK, CA   90650-6055",1,1,10/15/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3346408,,CARRIER,NOT AUTHORIZED,None,AMERICAN WOLF MOVERS INC,,AMERICAN WOLF MOVERS INC,"17730 LASSEN ST APT 124
NORTHRIDGE, CA   91325",(786) 608-1160,(786) 608-1160,AMERICANWOLFMOVERS@GMAIL.COM,"17730 LASSEN ST APT 124
NORTHRIDGE, CA   91325",2,1,10/23/2019,1 (2018),"Auth. For Hire, ","Interstate, ","Household Goods, "
3346439,,CARRIER,ACTIVE,None,HARJIT DHILLON,DHILLON TRUCK LINES,HARJIT DHILLON,"5220 FOUNTAIN GRASS AVE
BAKERSFIELD, CA   93313-5267",(661) 379-3237,(661) 379-3237,HDTRK2006@YAHOO.COM,"5220 FOUNTAIN GRASS AVE
BAKERSFIELD, CA   93313-5267",1,1,10/16/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Commodities Dry Bulk, Beverages, Paper Products, "
3346458,,CARRIER,NOT AUTHORIZED,None,ARMAN EXPRESS INC,,ARMAN EXPRESS INC,"11011 OTSEGO ST UNIT 327
N HOLLYWOOD, CA   91601",(747) 400-7383,(747) 400-7383,ARMANEXPRESSINC@GMAIL.COM,"11011 OTSEGO ST UNIT 327
N HOLLYWOOD, CA   91601-3807",1,2,10/15/2019,,"Auth. For Hire, ","Interstate, ","General Freight, Fresh Produce, Refrigerated Food, Beverages, "
3346467,,CARRIER,ACTIVE,None,ALLADIN ABOUREMELEH,,ALLADIN ABOUREMELEH,"16552 LIBERTY ST
SAN LEANDRO, CA   94578-2301",(510) 688-5830,(510) 688-5830,ALLADINROADSERVICE@GMAIL.COM,"16552 LIBERTY ST
SAN LEANDRO, CA   94578-2301",1,1,10/24/2019,"206,000 (2014)","Auth. For Hire, ","Intrastate Only (Non-HM), ","Motor Vehicles, "
3346480,,CARRIER,ACTIVE,None,RODRIGUEZ XPRESS LLC,,RODRIGUEZ XPRESS LLC,"7213 DI GIORGIO RD
LAMONT, CA   93241-2715",(661) 599-5319,(661) 599-5319,PEDROR661@GMAIL.COM,"7213 DI GIORGIO RD
LAMONT, CA   93241-2715",1,1,10/15/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3346504,,CARRIER,ACTIVE,None,HOVIK BAYRAMIAN,HB ROOFS,HOVIK BAYRAMIAN,"1125 E BROADWAY APT 17
GLENDALE, CA   91205",(818) 266-3838,(818) 266-3838,HBROOFS@GMAIL.COM,"1125 E BROADWAY APT 17
GLENDALE, CA   91205",1,1,10/17/2019,"10,000 (2018)","Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3346514,,CARRIER,ACTIVE,None,PANCOAST TRANSPORTATION INC,,PANCOAST TRANSPORTATION INC,"1200 JEFFERSON LN
COLTON, CA   92324-3530",(909) 798-5793,(909) 798-5793,PAYABLES@PANCOASTTRANSPORTATION.COM,"1200 JEFFERSON LN
COLTON, CA   92324-3530",1,1,10/15/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, OTHER, "
3346541,,CARRIER,NOT AUTHORIZED,None,LONGYUAN FORWARDING INCORPORATION,AMERICAN NEW LOGISTICS,,"16018 ADELANTE ST STE D
IRWINDALE, CA   91702",(323) 715-0652,,,"16018 ADELANTE ST STE D
IRWINDALE, CA   91702-3236",1,1,11/5/2019,1 (2018),"Auth. For Hire, ","Interstate, ","General Freight, "
3346550,,CARRIER,NOT AUTHORIZED,None,ROBEL FIREMICHAEL,,ROBEL FIREMICHAEL,"2425 INYO AVE APT B
OAKLAND, CA   94601",(470) 699-9632,(470) 699-9632,ROBICAPRI22@GMAIL.COM,"2425 INYO AVE APT B
OAKLAND, CA   94601-1225",1,1,10/15/2019,,"Auth. For Hire, ","Interstate, ","General Freight, Intermodal Cont., "
3346573,,CARRIER,NOT AUTHORIZED,None,FREIGHT DIRECT LOGISTICS LLC,,FREIGHT DIRECT LOGISTICS LLC,"9690 HASTINGS BLVD
RIVERSIDE, CA   92509",(657) 393-5206,(657) 393-5206,FREIGHTDIRECT206@GMAIL.COM,"9690 HASTINGS BLVD
RIVERSIDE, CA   92509-2629",1,1,10/15/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3346592,,CARRIER,NOT AUTHORIZED,None,KULWANT SINGH SIDHU,DKS TRANSPORT,KULWANT SINGH SIDHU,"3602 W SAN JOSE AVE APT 132
FRESNO, CA   93711",(661) 476-1152,(661) 476-1152,KANTASINGH1981@GMAIL.COM,"3602 W SAN JOSE AVE APT 132
FRESNO, CA   93711-6690",1,1,10/15/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3346600,,CARRIER,NOT AUTHORIZED,None,AMANJIT SINGH,DESTINY CARRIERS,AMANJIT SINGH,"1067 SAGE ST
GRIDLEY, CA   95948",(530) 777-8087,(530) 777-8087,AMANJITKHAKH@GMAIL.COM,"1067 SAGE ST
GRIDLEY, CA   95948-2241",1,1,10/15/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3346606,,CARRIER,ACTIVE,None,J BENTON FURROW INC,JBF LOGISTICS,J BENTON FURROW INC,"2385 GAMAY COMMONS
LIVERMORE, CA   94550",(209) 831-3405,(209) 831-3405,CENEA@JBFLOGISTICS.COM,"2385 GAMAY COMMONS
LIVERMORE, CA   94550",1,4,10/15/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3346617,,CARRIER,NOT AUTHORIZED,None,ROGER C LONG,RCL TRANSPORT,ROGER C LONG,"3760 CAMELLIA DRIVE
SAN BERNRDNO, CA   92404",(626) 840-5356,(626) 840-5356,RCL469@POST.COM,"3760 CAMELLIA DRIVE
SAN BERNRDNO, CA   92404",1,1,10/18/2019,1 (2018),"Auth. For Hire, ","Interstate, ","General Freight, "
3346618,,CARRIER,ACTIVE,None,JACQUELYN NICOLE TRANTER SKILES,,JACQUELYN NICOLE TRANTER SKILES,"14744 CENTRAL RD
APPLE VALLEY, CA   92307-4149",(760) 628-5070,(760) 628-5070,JGURL102685@GMAIL.COM,"14744 CENTRAL RD
APPLE VALLEY, CA   92307-4149",1,1,10/15/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3346621,,CARRIER,NOT AUTHORIZED,None,JORAVAR SINGH SANDHU,SANDHU BROTHERS TRUCKING,JORAVAR SINGH SANDHU,"1060 SAGE ST
GRIDLEY, CA   95948",(530) 415-7488,(530) 415-7488,JORAVARSANDHU@GMAIL.COM,"1060 SAGE ST
GRIDLEY, CA   95948-2240",1,1,10/15/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3346649,,CARRIER,ACTIVE,None,AURA MARINA ORDONEZ GUALIB,,AURA MARINA ORDONEZ GUALIB,"950 CALIFORNIA ST SPC 10
CALIMESA, CA   92320-1331",(760) 628-5070,(760) 628-5070,ITSMYRNA_A@YAHOO.COM,"950 CALIFORNIA ST SPC 10
CALIMESA, CA   92320-1331",1,1,10/15/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3346654,,CARRIER,ACTIVE,None,CORNERSTONE LOGISTICAL GROUP,,CORNERSTONE LOGISTICAL GROUP,"7056 ARCHIBALD AVE STE 102
EASTVALE, CA   92880-8714",(909) 238-8903,(909) 238-8903,EDUARDO.PEREZ@CORNERSTONEGRP.NET,"7056 ARCHIBALD AVE STE 102
EASTVALE, CA   92880-8714",1,1,10/15/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3346657,,CARRIER,NOT AUTHORIZED,None,EMPIRE EXPRESS LLC,,EMPIRE EXPRESS LLC,"9869 FALL VALLEY WAY
SACRAMENTO, CA   95829-6118",(317) 739-9635,(317) 739-9635,KAMALJITK661@GMAIL.COM,"9869 FALL VALLEY WAY
SACRAMENTO, CA   95829-6118",1,1,11/4/2019,100 (2019),"Auth. For Hire, ","Interstate, ","General Freight, "
3346663,,CARRIER,ACTIVE,None,LA SUPERTAPATIA INC,TAQUERIA LA SUPREMA,LA SUPERTAPATIA INC,"1595 E DATE ST
SN BERNRDNO, CA   92404",(909) 881-8555,(909) 881-8555,DAVIDMACIAS1023@GMAIL.COM,"1595 E DATE ST
SN BERNRDNO, CA   92404",1,1,10/17/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3346682,,CARRIER,ACTIVE,None,OMAR J SERRANO OROZCO,DESERT FALCON,OMAR J SERRANO OROZCO,"11141 BALSAM AVE
HESPERIA, CA   92345-2208",(323) 218-9380,(323) 218-9380,OMARSERRANO1@YAHOO.COM,"11141 BALSAM AVE
HESPERIA, CA   92345-2208",1,1,10/17/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3346687,,CARRIER,ACTIVE,None,ROLANDO OCHOA RICO,RONNIES TRANSPORT,ROLANDO OCHOA RICO,"18651 LAURIE LN
ADELANTO, CA   92301-3533",(760) 953-8261,(760) 953-8261,RONNIERICO5@GMAIL.COM,"18651 LAURIE LN
ADELANTO, CA   92301-3533",1,1,10/17/2019,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Household Goods, "
